Country,Quarter,Liabilities
CA,2022-Q3,2287854.777
CH,2022-Q3,2106985.875
CL,2022-Q3,133089.749
DE,2022-Q3,6852762.4520000005
DK,2022-Q3,564589.431
ES,2022-Q3,977770.948
FI,2022-Q3,836757.9230000001
FR,2022-Q3,9738743.117
GB,2022-Q3,9829582.277
HK,2022-Q3,3004341.102
IE,2022-Q3,1060799.775
IT,2022-Q3,1280802.341
JP,2022-Q3,3086837.989
NL,2022-Q3,2278884.33
SE,2022-Q3,1099884.106
US,2022-Q3,9078374.532
AT,2022-Q4,432160.681
AU,2022-Q4,1562679.4619999998
BE,2022-Q4,921322.555
BR,2022-Q4,275937.267
CA,2022-Q4,1850664.75
CH,2022-Q4,1927058.75
CL,2022-Q4,108712.454
DE,2022-Q4,5419410.493
DK,2022-Q4,509017.341
ES,2022-Q4,964685.175
FI,2022-Q4,659892.978
FR,2022-Q4,9196619.46
GB,2022-Q4,9427476.121
HK,2022-Q4,2573952.339
IE,2022-Q4,834194.117
IT,2022-Q4,1163271.178
JP,2022-Q4,2867456.7950000004
NL,2022-Q4,2301147.2610000004
SE,2022-Q4,625440.131
US,2022-Q4,8827727.538999999
AT,2023-Q1,543920.101
AU,2023-Q1,1433754.815
BE,2023-Q1,1082161.032
BR,2023-Q1,663974.751
CA,2023-Q1,1992783.337
CH,2023-Q1,1716271.38
CL,2023-Q1,135797.127
DE,2023-Q1,6235441.151000001
DK,2023-Q1,534078.256
ES,2023-Q1,1241466.921
FI,2023-Q1,896181.164
FR,2023-Q1,10982803.421
GB,2023-Q1,10053034.028
HK,2023-Q1,2548131.388
IE,2023-Q1,937160.515
IT,2023-Q1,1288655.35
JP,2023-Q1,3046622.557
NL,2023-Q1,2331164.825
SE,2023-Q1,107087.253
US,2023-Q1,9284185.095
AT,2023-Q2,660752.396
AU,2023-Q2,1585138.486
BE,2023-Q2,1151159.818
BR,2023-Q2,1047454.738
CA,2023-Q2,2255120.813
CH,2023-Q2,1957638.773
CL,2023-Q2,172365.367
DE,2023-Q2,6395930.567
DK,2023-Q2,541240.312
ES,2023-Q2,1292426.838
FI,2023-Q2,876019.514
FR,2023-Q2,10939452.073
GB,2023-Q2,9860637.859
HK,2023-Q2,2822260.695
IE,2023-Q2,1012104.462
IT,2023-Q2,1484497.4
JP,2023-Q2,3011221.051
NL,2023-Q2,2406877.258
SE,2023-Q2,1116271.965
US,2023-Q2,8887723.623
AT,2023-Q3,673717.427
AU,2023-Q3,1649350.285
BE,2023-Q3,1118496.286
BR,2023-Q3,464791.285
CA,2023-Q3,2347670.58
CH,2023-Q3,2030929.394
CL,2023-Q3,195794.981
DE,2023-Q3,6511588.195
DK,2023-Q3,544487.367
ES,2023-Q3,1197234.0890000002
FI,2023-Q3,724405.883
FR,2023-Q3,11329446.908
GB,2023-Q3,9894101.464
HK,2023-Q3,2792531.691
IE,2023-Q3,960984.097
IT,2023-Q3,1437336.017
JP,2023-Q3,3369311.047
NL,2023-Q3,2477202.647
SE,2023-Q3,1057499.113
US,2023-Q3,9830109.905
AT,2023-Q4,568118.568
AU,2023-Q4,1574849.884
BE,2023-Q4,1046640.86
BR,2023-Q4,313825.114
CA,2023-Q4,2784352.509
CH,2023-Q4,1986375.642
CL,2023-Q4,188491.054
DE,2023-Q4,5117927.612000001
DK,2023-Q4,521921.298
ES,2023-Q4,1238221.079
FI,2023-Q4,733174.662
FR,2023-Q4,11678223.925
GB,2023-Q4,10257617.577
HK,2023-Q4,2564851.4
IE,2023-Q4,785495.487
IT,2023-Q4,1255548.66
JP,2023-Q4,2801894.1500000004
NL,2023-Q4,1746529.34
SE,2023-Q4,821843.125
US,2023-Q4,9298276.524
AT,2024-Q1,743299.561
AU,2024-Q1,1309472.552
BE,2024-Q1,1357248.325
BR,2024-Q1,624471.355
CA,2024-Q1,2144285.5700000003
CH,2024-Q1,2081528.735
CL,2024-Q1,245311.229
DE,2024-Q1,6322351.109
DK,2024-Q1,547404.708
ES,2024-Q1,1111423.708
FI,2024-Q1,785149.2019999999
FR,2024-Q1,12023117.069
GB,2024-Q1,10694722.794
HK,2024-Q1,2640567.207
IE,2024-Q1,1015654.021
IT,2024-Q1,1392462.431
JP,2024-Q1,3249949.389
NL,2024-Q1,2194030.07
SE,2024-Q1,1169304.392
US,2024-Q1,9523709.882
