"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2019","108.74","108.11","109.00","107.21","","0.80%"
"06/01/2019","107.88","108.38","108.81","106.78","","-0.35%"
"05/01/2019","108.26","111.43","111.69","108.27","","-2.83%"
"04/01/2019","111.41","110.81","112.41","110.81","","0.51%"
"03/01/2019","110.84","111.39","112.14","109.71","","-0.48%"
"02/01/2019","111.37","108.88","111.50","108.72","","2.30%"
"01/01/2019","108.87","109.57","110.00","104.97","","-0.63%"
"12/01/2018","109.56","113.47","113.86","109.55","","-3.44%"
"11/01/2018","113.46","112.94","114.21","112.30","","0.47%"
"10/01/2018","112.93","113.69","114.56","111.38","","-0.66%"
"09/01/2018","113.68","111.08","113.71","110.38","","2.40%"
"08/01/2018","111.02","111.88","112.15","109.77","","-0.75%"
"07/01/2018","111.86","110.68","113.17","110.28","","1.08%"
"06/01/2018","110.66","108.82","110.94","108.71","","1.70%"
"05/01/2018","108.81","109.35","111.40","108.11","","-0.48%"
"04/01/2018","109.33","106.25","109.54","105.65","","2.89%"
"03/01/2018","106.26","106.68","107.31","104.56","","-0.38%"
"02/01/2018","106.67","109.20","110.49","105.54","","-2.29%"
"01/01/2018","109.17","112.67","113.39","108.28","","-3.11%"
"12/01/2017","112.67","112.54","113.76","111.42","","0.13%"
"11/01/2017","112.52","113.64","114.74","110.84","","-0.97%"
"10/01/2017","113.62","112.56","114.45","111.65","","1.02%"
"09/01/2017","112.47","109.97","113.26","107.32","","2.28%"
"08/01/2017","109.96","110.25","111.06","108.26","","-0.26%"
"07/01/2017","110.25","112.14","114.51","110.20","","-1.87%"
"06/01/2017","112.35","110.76","112.93","108.82","","1.44%"
"05/01/2017","110.75","111.31","114.38","110.22","","-0.70%"
"04/01/2017","111.53","111.39","111.79","108.13","","0.13%"
"03/01/2017","111.38","112.78","115.51","110.11","","-1.22%"
"02/01/2017","112.75","112.81","114.97","111.59","","-0.03%"
"01/01/2017","112.78","117.00","118.62","112.06","","-3.50%"
"12/01/2016","116.87","114.44","118.68","112.86","","2.12%"
"11/01/2016","114.44","104.82","114.55","101.18","","9.19%"
"10/01/2016","104.81","101.36","105.54","101.21","","3.43%"
"09/01/2016","101.33","103.43","104.33","100.09","","-2.02%"
"08/01/2016","103.42","102.07","103.54","99.54","","1.34%"
"07/01/2016","102.05","103.29","107.49","100.04","","-1.16%"
"06/01/2016","103.25","110.71","110.83","99.10","","-6.71%"
"05/01/2016","110.68","106.30","111.45","105.54","","4.07%"
"04/01/2016","106.35","112.57","112.60","106.28","","-5.52%"
"03/01/2016","112.56","112.68","114.57","110.67","","-0.09%"
"02/01/2016","112.66","121.11","121.49","111.00","","-6.92%"
"01/01/2016","121.03","120.29","121.69","115.97","","0.61%"
"12/01/2015","120.30","123.11","123.68","120.00","","-2.26%"
"11/01/2015","123.08","120.66","123.69","120.25","","2.05%"
"10/01/2015","120.61","119.88","121.53","118.06","","0.64%"
"09/01/2015","119.84","121.22","121.33","118.68","","-1.14%"
"08/01/2015","121.22","124.03","125.30","116.46","","-2.18%"
"07/01/2015","123.92","122.49","124.60","120.40","","1.17%"
"06/01/2015","122.49","124.13","125.86","121.93","","-1.31%"
"05/01/2015","124.11","119.38","124.47","118.88","","4.00%"
"04/01/2015","119.34","120.13","120.86","118.49","","-0.65%"
"03/01/2015","120.12","119.64","122.04","118.32","","0.51%"
"02/01/2015","119.51","117.47","120.49","116.67","","1.76%"
"01/01/2015","117.44","119.69","120.75","115.84","","-1.87%"
"12/01/2014","119.68","118.71","121.86","115.57","","0.90%"
"11/01/2014","118.61","112.47","118.98","112.43","","5.62%"
"10/01/2014","112.30","109.64","112.48","105.19","","2.43%"
"09/01/2014","109.64","104.06","109.86","104.05","","5.37%"
"08/01/2014","104.05","102.79","104.45","101.50","","1.23%"
"07/01/2014","102.79","101.34","103.10","101.06","","1.47%"
"06/01/2014","101.30","101.83","102.81","101.23","","-0.47%"
"05/01/2014","101.78","102.24","103.04","100.82","","-0.45%"
"04/01/2014","102.24","103.21","104.14","101.32","","-0.92%"
"03/01/2014","103.19","101.55","103.76","101.19","","1.37%"
"02/01/2014","101.80","102.03","102.83","100.75","","-0.23%"
"01/01/2014","102.03","105.29","105.46","101.78","","-3.11%"
"12/01/2013","105.30","102.45","105.43","101.63","","2.82%"
"11/01/2013","102.41","98.36","102.62","97.64","","4.13%"
"10/01/2013","98.35","98.21","99.01","96.57","","0.14%"
"09/01/2013","98.21","98.38","100.61","97.50","","0.06%"
"08/01/2013","98.15","97.88","99.96","95.80","","0.30%"
"07/01/2013","97.86","99.29","101.54","97.57","","-1.27%"
"06/01/2013","99.12","100.57","100.76","93.79","","-1.33%"
"05/01/2013","100.46","97.44","103.75","97.04","","3.13%"
"04/01/2013","97.41","94.21","99.96","92.56","","3.42%"
"03/01/2013","94.19","92.56","96.72","92.43","","1.79%"
"02/01/2013","92.53","91.71","94.78","90.94","","0.88%"
"01/01/2013","91.72","86.75","91.79","86.53","","5.74%"
"12/01/2012","86.74","82.37","86.80","81.71","","5.20%"
"11/01/2012","82.45","79.76","82.85","79.07","","3.37%"
"10/01/2012","79.76","77.92","80.40","77.78","","2.39%"
"09/01/2012","77.90","78.39","79.24","77.13","","-0.60%"
"08/01/2012","78.37","78.12","79.68","77.92","","0.33%"
"07/01/2012","78.11","79.91","80.12","77.96","","-2.08%"
"06/01/2012","79.77","78.38","80.63","77.66","","1.81%"
"05/01/2012","78.35","79.82","80.62","78.21","","-1.79%"
"04/01/2012","79.78","82.57","83.31","79.72","","-3.64%"
"03/01/2012","82.79","81.14","84.20","80.58","","1.93%"
"02/01/2012","81.22","76.22","81.63","76.01","","6.60%"
"01/01/2012","76.19","76.92","78.31","76.14","","-0.97%"
"12/01/2011","76.94","77.64","78.25","76.89","","-0.72%"
"11/01/2011","77.50","78.14","78.64","76.57","","-0.90%"
"10/01/2011","78.20","77.14","79.54","75.57","","1.51%"
"09/01/2011","77.04","76.66","77.87","76.11","","0.59%"
"08/01/2011","76.59","77.41","80.25","75.96","","-0.18%"
"07/01/2011","76.73","80.51","81.50","76.74","","-4.71%"
"06/01/2011","80.52","81.49","81.54","79.68","","-1.23%"
"05/01/2011","81.52","81.11","82.25","79.57","","0.38%"
"04/01/2011","81.21","83.20","85.57","81.04","","-2.33%"
"03/01/2011","83.15","81.80","83.31","76.64","","1.68%"
"02/01/2011","81.78","82.07","84.00","81.11","","-0.37%"
"01/01/2011","82.08","81.19","83.68","80.95","","1.12%"
"12/01/2010","81.17","83.69","84.53","80.94","","-3.01%"
"11/01/2010","83.69","80.31","84.42","80.24","","4.10%"
"10/01/2010","80.39","83.50","83.98","80.38","","-3.69%"
"09/01/2010","83.47","84.17","85.94","82.86","","-0.83%"
"08/01/2010","84.17","86.39","86.89","83.58","","-2.66%"
"07/01/2010","86.47","88.37","89.17","85.95","","-2.19%"
"06/01/2010","88.41","91.20","92.91","88.28","","-3.11%"
"05/01/2010","91.25","93.92","94.98","88.00","","-2.75%"
"04/01/2010","93.83","93.45","94.78","91.61","","0.39%"
"03/01/2010","93.47","88.83","93.64","88.11","","5.18%"
"02/01/2010","88.87","89.81","92.16","88.56","","-1.59%"
"01/01/2010","90.31","92.98","93.78","89.12","","-2.81%"
"12/01/2009","92.92","86.30","93.16","86.12","","7.60%"
"11/01/2009","86.36","89.69","91.34","84.83","","-4.15%"
"10/01/2009","90.10","89.71","92.34","88.00","","0.37%"
"09/01/2009","89.77","92.97","93.46","88.24","","-3.50%"
"08/01/2009","93.03","94.73","97.80","92.55","","-1.74%"
"07/01/2009","94.68","96.36","97.01","91.74","","-1.71%"
"06/01/2009","96.33","95.33","98.90","94.45","","1.06%"
"05/01/2009","95.32","98.61","99.75","93.85","","-3.29%"
"04/01/2009","98.56","98.81","101.45","95.59","","-0.30%"
"03/01/2009","98.86","97.72","99.69","93.53","","1.34%"
"02/01/2009","97.55","90.04","98.73","88.59","","8.40%"
"01/01/2009","89.99","90.72","94.65","87.13","","-0.68%"
"12/01/2008","90.61","95.50","95.57","87.12","","-5.12%"
"11/01/2008","95.50","98.66","100.58","93.57","","-3.02%"
"10/01/2008","98.47","106.03","106.56","90.92","","-7.13%"
"09/01/2008","106.03","108.33","109.19","103.50","","-2.55%"
"08/01/2008","108.81","107.88","110.69","107.30","","0.91%"
"07/01/2008","107.83","106.11","108.39","103.77","","1.62%"
"06/01/2008","106.11","105.30","108.59","103.86","","0.56%"
"05/01/2008","105.52","104.00","105.89","102.57","","1.52%"
"04/01/2008","103.94","99.89","104.89","99.59","","4.12%"
"03/01/2008","99.83","103.58","104.20","95.71","","-3.89%"
"02/01/2008","103.87","106.41","108.63","103.77","","-2.34%"
"01/01/2008","106.36","111.69","112.06","104.95","","-4.49%"
"12/01/2007","111.36","111.01","114.67","109.54","","0.15%"
"11/01/2007","111.19","115.28","115.94","107.20","","-3.57%"
"10/01/2007","115.31","114.75","117.97","113.23","","0.43%"
"09/01/2007","114.82","115.72","116.50","112.58","","-0.82%"
"08/01/2007","115.77","118.50","119.86","111.58","","-2.23%"
"07/01/2007","118.41","123.00","123.69","118.01","","-3.86%"
"06/01/2007","123.17","121.73","124.19","120.75","","1.18%"
"05/01/2007","121.73","119.40","122.00","119.05","","1.89%"
"04/01/2007","119.47","117.51","119.89","117.43","","1.43%"
"03/01/2007","117.79","118.52","118.87","115.13","","-0.56%"
"02/01/2007","118.45","120.67","122.10","117.48","","-1.84%"
"01/01/2007","120.67","119.04","122.21","117.96","","1.39%"
"12/01/2006","119.02","115.78","119.23","114.41","","2.80%"
"11/01/2006","115.78","116.96","118.59","115.37","","-1.00%"
"10/01/2006","116.95","118.12","119.89","116.60","","-1.04%"
"09/01/2006","118.18","117.43","118.29","115.55","","0.70%"
"08/01/2006","117.36","114.62","117.50","113.96","","2.33%"
"07/01/2006","114.69","114.31","117.89","113.31","","0.22%"
"06/01/2006","114.44","112.56","116.71","111.30","","1.64%"
"05/01/2006","112.59","113.58","114.19","108.96","","-1.11%"
"04/01/2006","113.85","117.72","118.92","113.64","","-3.25%"
"03/01/2006","117.68","115.76","119.22","115.43","","1.65%"
"02/01/2006","115.77","117.23","119.41","115.64","","-1.26%"
"01/01/2006","117.25","117.90","118.08","113.40","","-0.60%"
"12/01/2005","117.96","119.77","121.39","115.50","","-1.54%"
"11/01/2005","119.81","116.40","119.93","116.35","","2.94%"
"10/01/2005","116.39","113.46","116.47","112.99","","2.55%"
"09/01/2005","113.50","110.58","113.69","108.73","","2.60%"
"08/01/2005","110.62","112.58","112.77","109.01","","-1.71%"
"07/01/2005","112.55","110.75","113.72","109.85","","1.57%"
"06/01/2005","110.81","108.51","110.99","106.47","","2.10%"
"05/01/2005","108.53","105.03","108.57","104.15","","3.69%"
"04/01/2005","104.67","107.14","108.89","104.57","","-2.28%"
"03/01/2005","107.11","104.61","107.69","103.62","","2.42%"
"02/01/2005","104.58","103.67","106.86","103.32","","0.88%"
"01/01/2005","103.67","102.69","105.19","101.65","","1.17%"
"12/01/2004","102.47","102.90","106.19","101.81","","-0.43%"
"11/01/2004","102.91","105.90","107.29","102.12","","-2.72%"
"10/01/2004","105.79","110.03","111.46","105.70","","-3.85%"
"09/01/2004","110.03","109.10","111.73","108.94","","0.82%"
"08/01/2004","109.14","111.04","112.09","108.71","","-2.08%"
"07/01/2004","111.46","108.81","112.48","107.53","","2.36%"
"06/01/2004","108.89","109.42","111.98","106.99","","-0.58%"
"05/01/2004","109.52","110.38","114.88","108.28","","-0.81%"
"04/01/2004","110.41","104.21","111.03","103.46","","5.95%"
"03/01/2004","104.21","109.04","112.33","103.39","","-4.51%"
"02/01/2004","109.13","105.70","109.81","105.16","","3.24%"
"01/01/2004","105.71","107.29","108.27","105.45","","-1.62%"
"12/01/2003","107.45","109.77","110.02","106.72","","-1.97%"
"11/01/2003","109.61","109.71","111.48","107.54","","-0.31%"
"10/01/2003","109.95","111.47","111.54","107.84","","-1.37%"
"09/01/2003","111.48","116.82","117.71","110.09","","-4.63%"
"08/01/2003","116.89","120.56","120.68","116.13","","-3.08%"
"07/01/2003","120.60","119.73","120.64","116.65","","0.72%"
"06/01/2003","119.74","119.62","120.24","117.16","","0.35%"
"05/01/2003","119.32","118.89","119.64","115.06","","0.35%"
"04/01/2003","118.90","117.99","121.15","117.60","","0.75%"
"03/01/2003","118.02","118.10","121.87","116.34","","-0.08%"
"02/01/2003","118.12","119.63","121.77","116.80","","-1.49%"
"01/01/2003","119.91","118.78","120.60","117.39","","1.15%"
"12/01/2002","118.55","122.65","125.72","118.29","","-3.20%"
"11/01/2002","122.47","122.50","123.18","119.09","","-0.01%"
"10/01/2002","122.48","121.68","125.64","121.64","","0.66%"
"09/01/2002","121.68","118.49","124.21","116.84","","2.78%"
"08/01/2002","118.39","119.75","121.35","116.28","","-1.13%"
"07/01/2002","119.74","119.72","120.75","115.48","","0.14%"
"06/01/2002","119.57","124.25","125.91","118.34","","-3.65%"
"05/01/2002","124.10","128.52","129.07","122.80","","-3.45%"
"04/01/2002","128.53","132.74","133.83","127.63","","-3.17%"
"03/01/2002","132.74","133.34","133.87","126.41","","-0.44%"
"02/01/2002","133.32","134.72","135.05","131.84","","-1.04%"
"01/01/2002","134.72","131.70","135.16","130.35","","2.31%"
"12/01/2001","131.68","123.36","132.07","123.25","","6.67%"
"11/01/2001","123.45","122.49","124.60","119.71","","0.80%"
"10/01/2001","122.47","119.42","123.38","119.33","","2.47%"
"09/01/2001","119.52","119.07","122.10","115.75","","0.61%"
"08/01/2001","118.79","124.98","125.25","118.45","","-4.98%"
"07/01/2001","125.02","124.72","126.18","122.66","","0.31%"
"06/01/2001","124.63","119.22","124.96","118.30","","4.43%"
"05/01/2001","119.34","123.54","124.10","118.51","","-3.46%"
"04/01/2001","123.62","126.35","126.87","120.89","","-2.14%"
"03/01/2001","126.32","117.24","126.34","116.98","","7.65%"
"02/01/2001","117.34","116.49","118.00","114.28","","0.64%"
"01/01/2001","116.59","114.43","119.88","113.50","","1.87%"
"12/01/2000","114.45","110.36","115.10","110.12","","3.68%"
"11/01/2000","110.39","108.84","111.56","106.81","","1.32%"
"10/01/2000","108.95","108.12","109.65","107.30","","0.77%"
"09/01/2000","108.12","106.65","108.54","104.75","","1.32%"
"08/01/2000","106.71","109.29","109.80","105.88","","-2.40%"
"07/01/2000","109.33","106.04","109.84","105.25","","3.02%"
"06/01/2000","106.13","107.63","109.09","103.86","","-1.38%"
"05/01/2000","107.61","107.73","110.05","106.01","","-0.48%"
"04/01/2000","108.13","103.95","108.33","103.18","","2.40%"
"03/01/2000","105.60","110.17","110.22","104.59","","-4.16%"
"02/01/2000","110.18","107.27","111.75","107.02","","2.72%"
"01/01/2000","107.26","102.19","107.54","101.33","","4.90%"
